Date,High,Market Cap
"Feb 25, 2018",9923.22,"163,204,062,358"
"Feb 24, 2018",10597.20,"165,687,799,108"
"Feb 23, 2018",10487.30,"173,909,350,860"
"Feb 22, 2018",11039.10,"168,892,273,935"
"Feb 21, 2018",11418.50,"180,442,459,820"
"Feb 20, 2018",11958.50,"192,457,815,912"
"Feb 19, 2018",11273.80,"189,426,791,571"
"Feb 18, 2018",11349.80,"178,040,648,022"
"Feb 17, 2018",11139.50,"187,482,083,882"
"Feb 16, 2018",10324.10,"172,637,061,144"
"Feb 15, 2018",10234.80,"171,477,807,437"
"Feb 14, 2018",9518.54,"160,131,558,835"
"Feb 13, 2018",8958.47,"144,995,984,203"
"Feb 12, 2018",8985.92,"150,513,128,412"
"Feb 11, 2018",8616.13,"137,064,586,975"
"Feb 10, 2018",9122.55,"145,341,842,785"
"Feb 09, 2018",8736.98,"147,266,052,809"
"Feb 08, 2018",8558.77,"139,306,699,929"
"Feb 07, 2018",8509.11,"128,435,001,186"
"Feb 06, 2018",7850.70,"130,658,094,648"
"Feb 05, 2018",8364.84,"117,184,385,122"
"Feb 04, 2018",9334.87,"139,433,682,759"
"Feb 03, 2018",9430.75,"154,540,000,411"
"Feb 02, 2018",9142.28,"148,725,283,812"
"Feb 01, 2018",10288.80,"154,428,564,694"
"Jan 31, 2018",10381.60,"172,099,559,942"
"Jan 30, 2018",11307.20,"170,151,556,678"
"Jan 29, 2018",11875.60,"190,164,444,830"
"Jan 28, 2018",12040.30,"198,389,948,175"
"Jan 27, 2018",11614.90,"192,550,550,498"
"Jan 26, 2018",11656.70,"187,995,804,677"
"Jan 25, 2018",11785.70,"189,455,303,273"
"Jan 24, 2018",11501.40,"191,115,225,673"
"Jan 23, 2018",11377.60,"182,830,257,191"
"Jan 22, 2018",11966.40,"183,866,421,285"
"Jan 21, 2018",12895.90,"195,089,460,991"
"Jan 20, 2018",13103.00,"216,907,619,830"
"Jan 19, 2018",11992.80,"195,158,837,709"
"Jan 18, 2018",12107.30,"192,907,550,324"
"Jan 17, 2018",11678.00,"188,070,430,523"
"Jan 16, 2018",13843.10,"193,121,120,762"
"Jan 15, 2018",14445.50,"232,242,775,485"
"Jan 14, 2018",14511.80,"231,413,491,364"
"Jan 13, 2018",14659.50,"241,268,592,240"
"Jan 12, 2018",14229.90,"234,865,160,377"
"Jan 11, 2018",15018.80,"225,178,724,050"
"Jan 10, 2018",14973.30,"251,472,635,522"
"Jan 09, 2018",15497.50,"245,095,808,695"
"Jan 08, 2018",16537.90,"254,715,263,101"
"Jan 07, 2018",17579.60,"276,634,797,271"
"Jan 06, 2018",17712.40,"294,217,423,675"
"Jan 05, 2018",17705.20,"292,544,135,538"
"Jan 04, 2018",15739.70,"261,795,321,110"
"Jan 03, 2018",15572.80,"255,080,562,912"
"Jan 02, 2018",15444.60,"251,377,913,955"
"Jan 01, 2018",14112.20,"229,119,155,396"
"Dec 31, 2017",14377.40,"237,465,823,980"
"Dec 30, 2017",14681.90,"217,239,803,085"
"Dec 29, 2017",15279.00,"245,793,634,125"
"Dec 28, 2017",15888.40,"244,929,825,575"
"Dec 27, 2017",16930.90,"265,559,172,050"
"Dec 26, 2017",16461.20,"269,908,107,763"
"Dec 25, 2017",14593.00,"235,126,843,805"
"Dec 24, 2017",14626.00,"233,414,163,395"
"Dec 23, 2017",15603.20,"246,349,213,910"
"Dec 22, 2017",15943.40,"231,788,283,457"
"Dec 21, 2017",17567.70,"264,788,651,530"
"Dec 20, 2017",17934.70,"278,528,964,015"
"Dec 19, 2017",19177.80,"297,801,055,828"
"Dec 18, 2017",19371.00,"320,174,318,520"
"Dec 17, 2017",20089.00,"320,576,568,850"
"Dec 16, 2017",19716.70,"326,502,485,530"
"Dec 15, 2017",18154.10,"296,482,120,238"
"Dec 14, 2017",17085.80,"277,310,347,000"
"Dec 13, 2017",17653.10,"274,663,619,978"
"Dec 12, 2017",17781.80,"291,483,935,710"
"Dec 11, 2017",17513.90,"283,439,888,520"
"Dec 10, 2017",15850.60,"258,615,393,665"
"Dec 09, 2017",16783.00,"253,946,084,745"
"Dec 08, 2017",18353.40,"277,185,764,485"
"Dec 07, 2017",17899.70,"299,405,364,249"
"Dec 06, 2017",14369.10,"239,024,437,136"
"Dec 05, 2017",12032.00,"199,278,350,420"
"Dec 04, 2017",11657.20,"194,912,755,450"
"Dec 03, 2017",11858.70,"189,302,389,920"
"Dec 02, 2017",11320.20,"185,122,039,035"
"Dec 01, 2017",11046.70,"183,444,663,767"
"Nov 30, 2017",10801.00,"171,020,085,600"
"Nov 29, 2017",11517.40,"165,233,728,795"
"Nov 28, 2017",10125.70,"168,056,012,886"
"Nov 27, 2017",9818.35,"164,019,464,090"
"Nov 26, 2017",9522.93,"155,850,742,551"
"Nov 25, 2017",8790.92,"146,820,557,006"
"Nov 24, 2017",8374.16,"137,831,976,173"
"Nov 23, 2017",8267.40,"134,227,860,479"
"Nov 22, 2017",8302.26,"137,797,862,084"
"Nov 21, 2017",8348.66,"134,739,693,480"
"Nov 20, 2017",8336.86,"136,881,802,624"
"Nov 19, 2017",8101.91,"134,124,196,206"
"Nov 18, 2017",7884.99,"129,997,247,838"
"Nov 17, 2017",8004.59,"128,621,507,062"
"Nov 16, 2017",7967.38,"131,328,418,537"
"Nov 15, 2017",7342.25,"122,035,826,506"
"Nov 14, 2017",6764.98,"110,683,148,744"
"Nov 13, 2017",6811.19,"109,400,650,105"
"Nov 12, 2017",6625.05,"99,226,193,603"
"Nov 11, 2017",6873.15,"106,016,076,151"
"Nov 10, 2017",7312.00,"110,354,089,394"
"Nov 09, 2017",7446.83,"119,104,730,750"
"Nov 08, 2017",7776.42,"124,360,767,999"
"Nov 07, 2017",7253.32,"119,091,456,315"
"Nov 06, 2017",7445.77,"117,050,623,317"
"Nov 05, 2017",7617.48,"123,449,206,170"
"Nov 04, 2017",7492.86,"122,978,748,805"
"Nov 03, 2017",7461.29,"120,097,405,359"
"Nov 02, 2017",7367.33,"117,933,380,780"
"Nov 01, 2017",6767.31,"112,735,345,036"
"Oct 31, 2017",6470.43,"107,743,731,291"
"Oct 30, 2017",6214.99,"102,105,356,519"
"Oct 29, 2017",6255.71,"102,482,445,590"
"Oct 28, 2017",5876.72,"95,797,359,518"
"Oct 27, 2017",5988.39,"96,254,297,360"
"Oct 26, 2017",5976.80,"98,310,176,011"
"Oct 25, 2017",5754.33,"95,732,630,220"
"Oct 24, 2017",5935.52,"91,988,225,800"
"Oct 23, 2017",6075.59,"98,695,054,084"
"Oct 22, 2017",6076.26,"99,981,911,326"
"Oct 21, 2017",6194.88,"100,353,682,389"
"Oct 20, 2017",6060.11,"100,007,083,345"
"Oct 19, 2017",5744.35,"94,954,808,115"
"Oct 18, 2017",5603.82,"92,982,539,106"
"Oct 17, 2017",5800.35,"93,218,297,189"
"Oct 16, 2017",5776.23,"95,203,392,843"
"Oct 15, 2017",5852.48,"94,403,031,755"
"Oct 14, 2017",5837.70,"96,942,498,331"
"Oct 13, 2017",5840.30,"93,864,253,934"
"Oct 12, 2017",5446.91,"90,525,666,972"
"Oct 11, 2017",4873.73,"80,205,238,020"
"Oct 10, 2017",4922.17,"79,457,603,224"
"Oct 09, 2017",4878.71,"79,282,158,943"
"Oct 08, 2017",4624.14,"76,589,293,760"
"Oct 07, 2017",4443.88,"73,529,314,833"
"Oct 06, 2017",4413.27,"72,589,262,957"
"Oct 05, 2017",4362.64,"71,876,277,937"
"Oct 04, 2017",4352.31,"70,225,033,578"
"Oct 03, 2017",4432.47,"71,681,069,637"
"Oct 02, 2017",4470.23,"73,195,646,776"
"Oct 01, 2017",4403.74,"73,094,870,674"
"Sep 30, 2017",4358.43,"72,008,428,789"
"Sep 29, 2017",4214.63,"69,086,146,650"
"Sep 28, 2017",4279.31,"69,270,823,146"
"Sep 27, 2017",4210.05,"69,691,950,752"
"Sep 26, 2017",3969.89,"64,569,365,079"
"Sep 25, 2017",3950.25,"65,122,213,849"
"Sep 24, 2017",3796.15,"61,081,971,156"
"Sep 23, 2017",3819.21,"62,892,069,389"
"Sep 22, 2017",3758.27,"60,203,040,223"
"Sep 21, 2017",3916.42,"60,202,370,872"
"Sep 20, 2017",4031.39,"64,751,811,835"
"Sep 19, 2017",4094.07,"65,061,185,838"
"Sep 18, 2017",4079.23,"67,377,945,990"
"Sep 17, 2017",3664.81,"59,377,995,376"
"Sep 16, 2017",3808.84,"60,068,678,195"
"Sep 15, 2017",3733.45,"60,267,886,368"
"Sep 14, 2017",3920.60,"52,265,453,816"
"Sep 13, 2017",4131.98,"64,311,123,695"
"Sep 12, 2017",4344.65,"68,412,822,896"
"Sep 11, 2017",4261.67,"68,907,352,119"
"Sep 10, 2017",4245.44,"68,263,826,801"
"Sep 09, 2017",4308.82,"69,963,847,482"
"Sep 08, 2017",4661.00,"69,999,555,938"
"Sep 07, 2017",4655.04,"76,132,843,874"
"Sep 06, 2017",4617.25,"76,077,049,312"
"Sep 05, 2017",4427.84,"72,417,728,536"
"Sep 04, 2017",4591.63,"70,087,101,256"
"Sep 03, 2017",4714.08,"75,812,181,334"
"Sep 02, 2017",4975.04,"75,734,114,962"
"Sep 01, 2017",4892.01,"80,905,039,782"
"Aug 31, 2017",4736.05,"77,775,374,625"
"Aug 30, 2017",4626.52,"75,482,724,984"
"Aug 29, 2017",4625.68,"75,699,786,263"
"Aug 28, 2017",4403.93,"72,445,588,933"
"Aug 27, 2017",4416.59,"72,441,993,792"
"Aug 26, 2017",4379.28,"71,929,882,019"
"Aug 25, 2017",4455.70,"72,241,507,489"
"Aug 24, 2017",4376.39,"71,625,870,868"
"Aug 23, 2017",4255.78,"68,593,954,170"
"Aug 22, 2017",4128.76,"67,743,202,431"
"Aug 21, 2017",4109.14,"66,106,992,038"
"Aug 20, 2017",4196.29,"67,520,478,838"
"Aug 19, 2017",4243.26,"69,265,141,208"
"Aug 18, 2017",4370.13,"68,710,871,037"
"Aug 17, 2017",4484.70,"71,527,949,443"
"Aug 16, 2017",4381.23,"72,260,183,303"
"Aug 15, 2017",4455.97,"69,038,855,081"
"Aug 14, 2017",4325.13,"71,394,704,654"
"Aug 13, 2017",4208.39,"67,230,528,989"
"Aug 12, 2017",3949.92,"64,111,163,866"
"Aug 11, 2017",3679.72,"60,241,844,923"
"Aug 10, 2017",3453.45,"55,791,120,000"
"Aug 09, 2017",3422.76,"55,145,196,472"
"Aug 08, 2017",3484.85,"56,417,337,745"
"Aug 07, 2017",3397.68,"55,734,179,251"
"Aug 06, 2017",3293.29,"53,006,426,108"
"Aug 05, 2017",3290.01,"53,643,452,554"
"Aug 04, 2017",2899.33,"47,749,461,443"
"Aug 03, 2017",2813.31,"46,239,970,790"
"Aug 02, 2017",2762.53,"44,684,649,516"
"Aug 01, 2017",2921.35,"44,804,603,885"
"Jul 31, 2017",2889.62,"47,388,334,773"
"Jul 30, 2017",2758.53,"45,435,913,868"
"Jul 29, 2017",2808.76,"44,924,534,585"
"Jul 28, 2017",2897.45,"46,279,316,161"
"Jul 27, 2017",2693.32,"44,013,533,097"
"Jul 26, 2017",2610.76,"41,663,929,265"
"Jul 25, 2017",2768.08,"42,433,788,244"
"Jul 24, 2017",2777.26,"45,366,654,309"
"Jul 23, 2017",2832.18,"44,957,775,265"
"Jul 22, 2017",2862.42,"46,264,340,367"
"Jul 21, 2017",2838.41,"43,915,296,559"
"Jul 20, 2017",2900.70,"46,376,428,080"
"Jul 19, 2017",2397.17,"37,415,031,061"
"Jul 18, 2017",2387.61,"38,158,677,672"
"Jul 17, 2017",2230.49,"36,665,393,517"
"Jul 16, 2017",2058.77,"31,748,939,343"
"Jul 15, 2017",2231.14,"32,880,721,300"
"Jul 14, 2017",2363.25,"36,734,255,488"
"Jul 13, 2017",2425.22,"38,778,935,907"
"Jul 12, 2017",2423.71,"39,447,604,438"
"Jul 11, 2017",2413.47,"38,438,497,236"
"Jul 10, 2017",2537.16,"39,005,033,499"
"Jul 09, 2017",2635.49,"41,397,076,604"
"Jul 08, 2017",2571.34,"42,262,222,823"
"Jul 07, 2017",2916.14,"41,391,217,675"
"Jul 06, 2017",2616.72,"42,863,758,795"
"Jul 05, 2017",2622.65,"42,751,085,999"
"Jul 04, 2017",2631.59,"42,740,618,673"
"Jul 03, 2017",2595.00,"42,118,211,083"
"Jul 02, 2017",2514.28,"41,167,015,221"
"Jul 01, 2017",2515.27,"39,980,058,373"
"Jun 30, 2017",2559.25,"40,735,082,695"
"Jun 29, 2017",2588.83,"41,690,395,783"
"Jun 28, 2017",2603.98,"42,268,942,193"
"Jun 27, 2017",2552.45,"41,897,190,525"
"Jun 26, 2017",2615.25,"40,677,994,354"
"Jun 25, 2017",2682.26,"42,495,001,716"
"Jun 24, 2017",2757.94,"42,807,952,581"
"Jun 23, 2017",2765.17,"45,037,797,053"
"Jun 22, 2017",2723.74,"44,384,244,937"
"Jun 21, 2017",2772.01,"44,111,929,173"
"Jun 20, 2017",2763.45,"44,643,512,689"
"Jun 19, 2017",2662.85,"42,470,734,800"
"Jun 18, 2017",2662.10,"41,788,418,974"
"Jun 17, 2017",2685.19,"43,548,031,452"
"Jun 16, 2017",2539.92,"41,291,821,423"
"Jun 15, 2017",2534.71,"40,402,259,202"
"Jun 14, 2017",2786.83,"41,082,567,339"
"Jun 13, 2017",2789.04,"44,530,631,894"
"Jun 12, 2017",2997.26,"43,585,351,533"
"Jun 11, 2017",2996.60,"48,471,330,146"
"Jun 10, 2017",2950.99,"48,295,501,718"
"Jun 09, 2017",2901.71,"46,260,465,854"
"Jun 08, 2017",2815.30,"45,957,247,989"
"Jun 07, 2017",2869.38,"44,748,237,218"
"Jun 06, 2017",2999.91,"46,888,622,160"
"Jun 05, 2017",2686.81,"43,994,968,834"
"Jun 04, 2017",2585.89,"41,124,262,595"
"Jun 03, 2017",2581.91,"41,177,190,057"
"Jun 02, 2017",2488.55,"40,732,491,835"
"Jun 01, 2017",2448.39,"39,407,633,763"
"May 31, 2017",2311.08,"37,414,813,240"
"May 30, 2017",2301.96,"35,594,903,085"
"May 29, 2017",2307.05,"36,901,102,917"
"May 28, 2017",2267.34,"35,264,171,110"
"May 27, 2017",2260.20,"33,347,170,525"
"May 26, 2017",2573.79,"36,017,660,894"
"May 25, 2017",2763.71,"37,690,456,715"
"May 24, 2017",2523.72,"39,952,841,999"
"May 23, 2017",2320.82,"37,933,704,066"
"May 22, 2017",2303.90,"35,525,744,380"
"May 21, 2017",2119.08,"33,361,091,114"
"May 20, 2017",2084.73,"34,068,630,559"
"May 19, 2017",2004.52,"32,479,082,015"
"May 18, 2017",1904.48,"30,856,574,835"
"May 17, 2017",1864.05,"30,043,626,195"
"May 16, 2017",1785.94,"28,330,874,003"
"May 15, 2017",1812.80,"28,392,885,375"
"May 14, 2017",1831.42,"29,540,290,794"
"May 13, 2017",1812.99,"29,471,223,857"
"May 12, 2017",1856.15,"28,150,631,936"
"May 11, 2017",1873.93,"30,176,934,751"
"May 10, 2017",1788.44,"29,170,965,564"
"May 09, 2017",1833.49,"28,649,119,972"
"May 08, 2017",1723.35,"28,123,369,330"
"May 07, 2017",1596.72,"26,053,077,975"
"May 06, 2017",1578.80,"25,757,608,890"
"May 05, 2017",1618.03,"25,373,374,563"
"May 04, 2017",1608.91,"25,080,858,487"
"May 03, 2017",1492.77,"24,301,634,925"
"May 02, 2017",1473.90,"23,691,443,738"
"May 01, 2017",1434.32,"23,179,524,919"
"Apr 30, 2017",1347.91,"21,975,104,909"
"Apr 29, 2017",1327.20,"21,547,126,640"
"Apr 28, 2017",1331.28,"21,457,669,552"
"Apr 27, 2017",1319.70,"21,475,836,448"
"Apr 26, 2017",1294.83,"20,876,159,410"
"Apr 25, 2017",1267.58,"20,619,704,237"
"Apr 24, 2017",1250.94,"20,367,443,800"
"Apr 23, 2017",1232.20,"19,665,994,145"
"Apr 22, 2017",1235.56,"20,062,753,908"
"Apr 21, 2017",1235.94,"19,903,192,286"
"Apr 20, 2017",1240.79,"20,015,137,622"
"Apr 19, 2017",1215.51,"19,707,045,565"
"Apr 18, 2017",1217.57,"19,727,334,977"
"Apr 17, 2017",1194.90,"19,436,033,390"
"Apr 16, 2017",1187.22,"19,255,408,766"
"Apr 15, 2017",1188.00,"19,083,656,460"
"Apr 14, 2017",1190.80,"19,000,400,018"
"Apr 13, 2017",1205.89,"19,026,699,552"
"Apr 12, 2017",1207.14,"19,530,680,104"
"Apr 11, 2017",1208.07,"19,604,036,563"
"Apr 10, 2017",1190.34,"19,310,642,460"
"Apr 09, 2017",1197.21,"19,320,511,927"
"Apr 08, 2017",1184.98,"19,124,327,856"
"Apr 07, 2017",1186.58,"19,137,747,435"
"Apr 06, 2017",1188.37,"19,229,356,147"
"Apr 05, 2017",1135.09,"18,285,857,775"
"Apr 04, 2017",1156.44,"18,421,262,063"
"Apr 03, 2017",1151.74,"18,591,158,323"
"Apr 02, 2017",1107.59,"17,911,915,755"
"Apr 01, 2017",1091.72,"17,557,597,716"
"Mar 31, 2017",1074.92,"17,414,322,808"
"Mar 30, 2017",1049.29,"16,675,587,066"
"Mar 29, 2017",1055.13,"16,893,415,156"
"Mar 28, 2017",1064.65,"17,008,241,726"
"Mar 27, 2017",1046.40,"16,983,801,541"
"Mar 26, 2017",1007.96,"15,698,465,531"
"Mar 25, 2017",975.76,"15,794,781,102"
"Mar 24, 2017",1040.47,"15,220,718,764"
"Mar 23, 2017",1058.01,"16,859,314,109"
"Mar 22, 2017",1120.65,"17,028,630,158"
"Mar 21, 2017",1122.43,"18,185,299,687"
"Mar 20, 2017",1063.03,"17,107,266,418"
"Mar 19, 2017",1069.91,"16,821,676,707"
"Mar 18, 2017",1114.07,"15,798,760,668"
"Mar 17, 2017",1180.16,"17,847,435,957"
"Mar 16, 2017",1257.98,"19,265,847,025"
"Mar 15, 2017",1251.61,"20,265,831,337"
"Mar 14, 2017",1244.81,"20,107,761,880"
"Mar 13, 2017",1237.37,"19,974,334,865"
"Mar 12, 2017",1226.98,"19,801,195,767"
"Mar 11, 2017",1193.83,"19,060,468,862"
"Mar 10, 2017",1270.47,"18,100,188,612"
"Mar 09, 2017",1197.46,"19,261,188,310"
"Mar 08, 2017",1232.16,"18,635,275,050"
"Mar 07, 2017",1275.55,"19,824,773,912"
"Mar 06, 2017",1276.00,"20,620,991,547"
"Mar 05, 2017",1267.29,"20,526,235,270"
"Mar 04, 2017",1279.40,"20,329,978,338"
"Mar 03, 2017",1280.31,"20,649,259,919"
"Mar 02, 2017",1262.13,"20,258,543,188"
"Mar 01, 2017",1222.50,"19,794,459,608"
"Feb 28, 2017",1193.25,"19,103,684,801"
"Feb 27, 2017",1181.98,"19,101,427,518"
"Feb 26, 2017",1167.47,"18,860,247,630"
"Feb 25, 2017",1174.85,"18,511,906,560"
"Feb 24, 2017",1200.39,"18,992,415,818"
"Feb 23, 2017",1176.62,"18,877,442,096"
"Feb 22, 2017",1125.39,"18,077,985,665"
"Feb 21, 2017",1117.25,"18,041,455,273"
"Feb 20, 2017",1080.49,"17,468,244,508"
"Feb 19, 2017",1056.81,"16,946,913,346"
"Feb 18, 2017",1061.10,"17,051,064,834"
"Feb 17, 2017",1053.17,"16,916,338,976"
"Feb 16, 2017",1033.37,"16,610,905,026"
"Feb 15, 2017",1008.84,"16,286,329,282"
"Feb 14, 2017",1011.51,"16,237,219,721"
"Feb 13, 2017",1002.10,"16,010,322,103"
"Feb 12, 2017",1004.76,"16,146,290,349"
"Feb 11, 2017",1009.29,"16,229,677,099"
"Feb 10, 2017",998.91,"15,973,053,725"
"Feb 09, 2017",1088.99,"16,063,448,932"
"Feb 08, 2017",1078.97,"17,170,799,127"
"Feb 07, 2017",1061.93,"17,141,080,574"
"Feb 06, 2017",1044.64,"16,764,422,010"
"Feb 05, 2017",1043.63,"16,588,240,157"
"Feb 04, 2017",1045.90,"16,837,411,920"
"Feb 03, 2017",1033.87,"16,625,849,489"
"Feb 02, 2017",1013.52,"16,331,615,570"
"Feb 01, 2017",989.11,"15,962,015,276"
"Jan 31, 2017",972.02,"15,659,186,515"
"Jan 30, 2017",923.05,"14,850,351,605"
"Jan 29, 2017",923.42,"14,834,377,926"
"Jan 28, 2017",923.91,"14,866,260,449"
"Jan 27, 2017",923.22,"14,834,831,700"
"Jan 26, 2017",919.33,"14,797,955,301"
"Jan 25, 2017",903.25,"14,537,488,261"
"Jan 24, 2017",924.15,"14,393,026,385"
"Jan 23, 2017",928.27,"14,848,013,909"
"Jan 22, 2017",937.53,"14,905,439,337"
"Jan 21, 2017",927.37,"14,856,911,163"
"Jan 20, 2017",899.40,"14,423,545,371"
"Jan 19, 2017",904.61,"14,486,616,700"
"Jan 18, 2017",917.50,"14,284,036,613"
"Jan 17, 2017",910.56,"14,625,779,851"
"Jan 16, 2017",834.53,"13,393,372,620"
"Jan 15, 2017",823.31,"13,234,840,657"
"Jan 14, 2017",835.09,"13,178,601,992"
"Jan 13, 2017",829.00,"13,266,554,392"
"Jan 12, 2017",826.25,"12,956,730,411"
"Jan 11, 2017",919.45,"12,519,135,996"
"Jan 10, 2017",914.87,"14,608,685,049"
"Jan 09, 2017",913.69,"14,528,815,565"
"Jan 08, 2017",942.72,"14,661,966,429"
"Jan 07, 2017",908.59,"14,618,030,536"
"Jan 06, 2017",1046.81,"14,513,695,758"
"Jan 05, 2017",1191.10,"16,300,254,795"
"Jan 04, 2017",1159.42,"18,571,869,009"
"Jan 03, 2017",1044.08,"16,786,368,910"
"Jan 02, 2017",1031.39,"16,429,024,775"
"Jan 01, 2017",1003.08,"16,050,407,461"
"Dec 31, 2016",963.74,"15,492,554,222"
"Dec 30, 2016",972.53,"15,450,507,055"
"Dec 29, 2016",979.40,"15,645,617,392"
"Dec 28, 2016",975.92,"15,682,769,405"
"Dec 27, 2016",940.05,"14,994,286,713"
"Dec 26, 2016",913.18,"14,581,389,977"
"Dec 25, 2016",899.65,"14,396,194,094"
"Dec 24, 2016",923.48,"14,436,754,927"
"Dec 23, 2016",925.12,"14,807,189,352"
"Dec 22, 2016",875.78,"13,882,988,216"
"Dec 21, 2016",834.28,"13,395,445,163"
"Dec 20, 2016",801.34,"12,857,473,134"
"Dec 19, 2016",793.61,"12,725,090,633"
"Dec 18, 2016",794.74,"12,688,510,068"
"Dec 17, 2016",792.51,"12,691,945,028"
"Dec 16, 2016",785.03,"12,595,490,539"
"Dec 15, 2016",781.43,"12,484,761,985"
"Dec 14, 2016",782.03,"12,534,369,129"
"Dec 13, 2016",788.46,"12,521,776,922"
"Dec 12, 2016",781.92,"12,512,497,969"
"Dec 11, 2016",774.80,"12,344,888,048"
"Dec 10, 2016",777.09,"12,421,967,470"
"Dec 09, 2016",774.53,"12,390,863,077"
"Dec 08, 2016",774.70,"12,357,837,893"
"Dec 07, 2016",771.54,"12,313,376,414"
"Dec 06, 2016",765.62,"12,249,086,971"
"Dec 05, 2016",773.47,"12,159,115,875"
"Dec 04, 2016",773.87,"12,400,766,376"
"Dec 03, 2016",778.25,"12,355,811,709"
"Dec 02, 2016",781.30,"12,462,935,160"
"Dec 01, 2016",758.28,"12,122,431,239"
"Nov 30, 2016",747.93,"11,943,536,630"
"Nov 29, 2016",737.47,"11,780,661,280"
"Nov 28, 2016",738.01,"11,782,628,755"
"Nov 27, 2016",739.02,"11,720,648,987"
"Nov 26, 2016",742.21,"11,772,895,899"
"Nov 25, 2016",741.65,"11,871,816,579"
"Nov 24, 2016",746.83,"11,848,658,575"
"Nov 23, 2016",752.25,"11,916,054,235"
"Nov 22, 2016",753.87,"12,022,735,372"
"Nov 21, 2016",741.72,"11,827,902,946"
"Nov 20, 2016",755.48,"11,695,081,878"
"Nov 19, 2016",756.24,"12,023,262,925"
"Nov 18, 2016",752.88,"12,021,432,968"
"Nov 17, 2016",755.65,"11,850,398,479"
"Nov 16, 2016",747.61,"11,900,441,939"
"Nov 15, 2016",715.72,"11,377,924,616"
"Nov 14, 2016",706.28,"11,271,073,434"
"Nov 13, 2016",705.26,"11,215,181,107"
"Nov 12, 2016",717.15,"11,262,273,136"
"Nov 11, 2016",718.32,"11,442,241,390"
"Nov 10, 2016",723.02,"11,426,817,526"
"Nov 09, 2016",740.05,"11,548,965,779"
"Nov 08, 2016",712.99,"11,333,339,468"
"Nov 07, 2016",710.74,"11,224,670,783"
"Nov 06, 2016",714.26,"11,357,385,316"
"Nov 05, 2016",707.51,"11,226,736,982"
"Nov 04, 2016",706.93,"11,222,575,748"
"Nov 03, 2016",745.77,"10,989,660,280"
"Nov 02, 2016",740.83,"11,820,110,421"
"Nov 01, 2016",736.45,"11,642,863,554"
"Oct 31, 2016",709.29,"11,181,852,070"
"Oct 30, 2016",714.12,"11,194,834,676"
"Oct 29, 2016",720.40,"11,394,596,830"
"Oct 28, 2016",690.44,"10,997,420,362"
"Oct 27, 2016",688.59,"10,974,828,655"
"Oct 26, 2016",679.73,"10,813,913,071"
"Oct 25, 2016",664.42,"10,482,565,592"
"Oct 24, 2016",657.25,"10,420,469,172"
"Oct 23, 2016",661.13,"10,472,100,602"
"Oct 22, 2016",658.20,"10,474,463,658"
"Oct 21, 2016",634.09,"10,083,501,603"
"Oct 20, 2016",631.92,"10,050,854,099"
"Oct 19, 2016",638.87,"10,044,471,117"
"Oct 18, 2016",640.74,"10,162,029,114"
"Oct 17, 2016",642.33,"10,180,488,274"
"Oct 16, 2016",642.90,"10,218,348,388"
"Oct 15, 2016",642.10,"10,169,814,232"
"Oct 14, 2016",641.28,"10,196,303,437"
"Oct 13, 2016",638.83,"10,138,078,870"
"Oct 12, 2016",641.34,"10,127,644,784"
"Oct 11, 2016",642.08,"10,204,214,839"
"Oct 10, 2016",621.32,"9,851,764,897"
"Oct 09, 2016",619.20,"9,815,156,618"
"Oct 08, 2016",619.85,"9,851,461,946"
"Oct 07, 2016",617.91,"9,818,599,994"
"Oct 06, 2016",613.82,"9,752,315,689"
"Oct 05, 2016",613.81,"9,743,018,924"
"Oct 04, 2016",612.05,"9,705,099,355"
"Oct 03, 2016",612.57,"9,734,618,878"
"Oct 02, 2016",614.01,"9,713,776,587"
"Oct 01, 2016",615.24,"9,761,887,632"
"Sep 30, 2016",609.73,"9,693,198,750"
"Sep 29, 2016",606.82,"9,627,902,106"
"Sep 28, 2016",606.59,"9,611,532,319"
"Sep 27, 2016",608.25,"9,633,311,305"
"Sep 26, 2016",608.14,"9,661,922,446"
"Sep 25, 2016",603.38,"9,546,132,575"
"Sep 24, 2016",604.58,"9,573,385,118"
"Sep 23, 2016",603.21,"9,575,631,549"
"Sep 22, 2016",598.49,"9,470,698,215"
"Sep 21, 2016",603.59,"9,483,211,005"
"Sep 20, 2016",609.53,"9,659,269,452"
"Sep 19, 2016",610.93,"9,672,709,264"
"Sep 18, 2016",610.16,"9,682,008,337"
"Sep 17, 2016",607.86,"9,619,198,525"
"Sep 16, 2016",609.26,"9,633,710,359"
"Sep 15, 2016",611.09,"9,635,571,708"
"Sep 14, 2016",611.95,"9,690,463,177"
"Sep 13, 2016",611.19,"9,666,424,848"
"Sep 12, 2016",608.46,"9,649,385,919"
"Sep 11, 2016",628.82,"9,624,021,892"
"Sep 10, 2016",625.09,"9,889,124,590"
"Sep 09, 2016",626.83,"9,877,681,032"
"Sep 08, 2016",628.77,"9,931,412,644"
"Sep 07, 2016",614.54,"9,743,676,240"
"Sep 06, 2016",610.83,"9,677,437,248"
"Sep 05, 2016",609.05,"9,615,468,145"
"Sep 04, 2016",611.84,"9,646,846,465"
"Sep 03, 2016",599.50,"9,480,380,026"
"Sep 02, 2016",575.64,"9,120,159,589"
"Sep 01, 2016",576.31,"9,067,854,884"
"Aug 31, 2016",577.86,"9,117,106,217"
"Aug 30, 2016",578.36,"9,148,340,524"
"Aug 29, 2016",576.28,"9,093,420,855"
